선박용도(통계용),사건명,위도,경도
화물선,"산적화물선 광양7호, 어선 동원호 충돌사건",36.04583333,129.6211111
화물선,"일반화물선 영진호, 예선 장한2호 충돌사건",36.02277778,129.4205556
화물선,화물선 알렉산더 선원부상사건,35.35,125.8333333
화물선,카페리선 미래9호 해양오염사건,37.95472222,124.7372222
화물선,화물선 금양포스트호 ·  어선 제3창승호 충돌사건,34.33333333,128.2666667
화물선,시멘트운반선 유진 좌초사건,34.72638889,125.8766667
화물선,"어선 삼명호, 일반화물선 징펑 충돌사건",36.25,125.3333333
화물선,일반화물선 성우제주호.일반화물선 17쌍용호 충돌사건,33.5225,126.5388889
화물선,카페리선 성우제주호.낚시어선 타이탄호 충돌사건,34.34222222,126.0958333
화물선,어선 305운하호/일반화물선 쉥쉬1 충돌사건,35.16666667,125.7
화물선,화물선 하오헝11 조타장치손상사건,37.11666667,126.3666667
화물선,화물선 1포하(NO1 POHAH) 해양오염사건,35.085,129.0038889
화물선,컨테이너선 톈 푸 톈진 좌초사건,37.55277778,126.5852778
화물선,어선 제1구진호·컨테이너선 야루지앙(YA LU JIANG) 충돌사건,35.08333333,129.2505556
