선박용도(통계용),사건명,위도,경도
어선,어선 형통호 기관손상사건,36.12055556,129.4394444
어선,어선 재순호 전복사건,34.35888889,126.5183333
어선,어선 증도호 기관손상사건,34.99638889,126.1825
어선,어선 수진호 기관손상사건,34.79972222,126.3466667
어선,어선 종근1호 등 3척 좌초사건,34.89805556,126.2544444
어선,어선 종근2호 좌초사건,34.90166667,126.26
어선,어선 제5승진호ㆍ어선 해광호 충돌사건,35.38333333,129.9666667
어선,어선 장진호 기관손상사건,34.28972222,126.6852778
어선,어선 경룡호 등 2척 화재사건,34.43333333,126.7166667
어선,어선 희망호 기관손상사건,35.1625,129.2152778
어선,어선 수영호  어선 재성호 충돌사건 ,35.10277778,128.78
어선,어선 영철호 운항저해사건,34.36861111,126.8263889
어선,어선 위성5호 기관손상사건,37.15416667,126.6069444
어선,어선 우선호 전복사건,34.71166667,127.2494444
어선,어선 용진호 추진축계손상사건,34.92972222,128.0475
어선,어선 남해호 등 8척 침수사건,34.39222222,126.6477778
어선,선명미상 무등록선박 운항저해사건,34.47027778,127.4522222
어선,"어선 제2대광호, 어선 88스타호 충돌사건",36.64861111,126.2322222
어선,어선 덕성1호 침수사건,37.18666667,126.65
어선,어선 명진호 기관손상사건,34.92722222,128.0452778
어선,어선 동명호 기관손상사건,37.10277778,129.4008333
어선,무등록선박 덕성호 기관손상사건,34.90638889,128.0561111
어선,어선 제316기경호·어선 승아2호 충돌사건,34.78888889,126.3488889
어선,어선 만성호 운항저해사건,34.28777778,126.9677778
어선,무등록선 연길호 등 2척 전복사건,37.73083333,126.2719444
어선,무등록선박 해양오염사건,34.69666667,127.4102778
어선,어선 미정호 화재사건,34.38333333,126.7333333
어선,어선 연철호 운항저해사건,34.80583333,126.3527778
어선,어선 옥기호 기관손상사건,34.88333333,127.75
어선,어선 종환호 좌초사건,34.66666667,126.25
어선,어선 낚시호 침몰사건,34.28333333,126.8752778
어선,어선 대원2호 침수사건,34.8,126.4383333
어선,어선 대영호 기관손상사건,35.31666667,129.3
어선,어선 학세호 침몰사건,34.88333333,127.8166667
어선,어선 샤크1호 기관손상사건,35.06583333,128.5680556
어선,어선 어성호 좌초사건,34.79027778,126.3183333
어선,어선 정근호 침수사건,33.53222222,126.5897222
어선,어선 경인호 기관손상사건,36.40972222,126.4591667
어선,어선 3대성호 침수사건,35.93805556,126.5316667
어선,어선 삼엽1호 전복사건,33.21666667,126.65
어선,어선 우정호 기관손상사건,37.2,129.35
어선,어선 참우정호 운항저해사건,34.43138889,127.2152778
어선,어선 창성호 기관손상사건,34.43444444,126.9286111
어선,어선 효성호 등 6척 화재사건,34.72305556,127.7091667
어선,어선 대인호 운항저해사건,34.95944444,127.7533333
어선,어선 상훈호 전복사건,34.8,126.25
어선,어선 한성호 좌초사건,35.01055556,126.3333333
어선,어선 한성호 기관손상사건,35,126.3333333
어선,어선 재웅5호 침수사건,37.11083333,126.6530556
어선,어선 동원호 안전저해사건,36.3575,129.3908333
어선,어선 동해102호 전복사건,35.08416667,128.8713889
어선,양식장관리선 동해16호 기관손상사건,35.07444444,128.925
어선,어선 귀복호 추진축계손상사건,34.775,126.3502778
어선,어선 중해71호·어선 해성호 충돌사건,35.10111111,128.9308333
어선,어선 구사호 기관손상사건,37.02694444,126.4486111
어선,어선 신영호 침몰사건,34.68611111,125.4433333
어선,어선 지은호 기관손상사건,34.83333333,126.3666667
어선,어선 남향호 좌초사건,34.88194444,128.0591667
어선,어선 바다호 전복사건,35.05,128.9166667
어선,어선 상인호 전복사건,34.46277778,126.9516667
어선,어선 대어호 기타사건,35.47805556,129.4444444
어선,어선 상진호 기관손상사건,36.17805556,126.5036111
어선,어선 일흥2호 기관손상사건,34.8125,126.3425
어선,어선 준호 기관손상사건,37.33527778,126.6191667
어선,어선 삼성호 침수사건,34.80361111,126.3622222
어선,어선 금진호 전복사건,38.16333333,128.6094444
어선,어선 동일호 등 2척 침수사건,34.95555556,128.3283333
어선,어선 용복호 기관손상사건,34.44083333,126.7666667
어선,어선 거성호 전복사건,34.77277778,126.3308333
어선,어선 제일호 운항저해사건,35.06861111,128.5583333
어선,어선 정남호 침수사건,37.03305556,129.4155556
어선,어선 영복호 기관손상사건,34.21972222,126.8519444
어선,어선 제성호 좌초사건,35.00111111,128.0372222
어선,어선 영광호 기관손상사건,34.93972222,127.9683333
어선,낚시어선 뉴태공호 · 어선 효성호 충돌사건,34.93944444,128.0280556
어선,어선 경율호 운항저해사건,34.3625,126.1288889
어선,어선 영만호 부유물감김사건,35.05944444,128.7783333
어선,어선 희정호 기관손상사건,34.83083333,128.0486111
어선,양식장관리선 정일호 기관손상사건,35.61666667,126.3666667
어선,어선 대승호 침몰사건,35.6175,129.4502778
어선,어선 강성호 전복사건,35.56055556,129.4825
어선,어선 대영호 부유물감김사건,35.0375,128.9713889
어선,어선 보성호 · 어선 진성호 충돌사건,34.94611111,127.8472222
어선,어선 희정호 부유물감김사건,34.83555556,128.0069444
어선,어선 수덕호 기관손상사건,34.73972222,128.475
어선,어선 대성호 전복사건,34.26666667,126.85
어선,어선 프로피싱호어선 해성3호 충돌사건,34.15111111,126.5036111
어선,어선 유니코리아호 전복사건,34.08666667,126.5672222
어선,어선 남양호 기관손상사건,37.22055556,126.5463889
어선,어선 용암호 침수사건,35.61666667,129.45
어선,어선 시만호 화재사건,38.20555556,128.5938889
어선,어선 만성호 운항저해사건,34.825,126.37
어선,어선 해성호 기관손상사건,34.95722222,128.0272222
어선,어선 점보호 기관손상사건,33.56666667,126.6833333
어선,"어선 제1경준호, 어선 명성호 충돌사건",36.55833333,129.4416667
어선,어선 영호 전복사건,34.92833333,128.0569444
어선,어선 점보호 전복사건,33.55611111,126.7394444
어선,어선 경룡호 등 2척 화재사건,34.43333333,126.7166667
어선,어선 슬기호 침몰사건,34.68611111,125.4433333
어선,어선 월명호 좌초사건,34.44361111,127.325
어선,어선 해동호 전복사건,36.57444444,129.4311111
어선,어선 성공호 부유물감김사건,36.08333333,129.4333333
어선,어선 금양호 좌초사건,34.67583333,126.2541667
어선,어선 초완도호 기관손상사건,34.41666667,126.8666667
어선,어선 동용호 기관손상사건,35.12222222,128.6127778
어선,어획물운반선 한양호ㆍ어선 한려88호 충돌사건,34.84,128.4463889
어선,어선 지혜호 화재사건,34.405,126.4861111
어선,어선 일건호 기관손상사건,34.96055556,127.9033333
어선,어선 명진호 등부표접촉사건,34.90194444,127.7069444
어선,어선 블루윙호 기관손상사건,33.54805556,126.6266667
어선,"낚시어선 돌핀2호, 어선 영흥호 충돌사건",38.35305556,128.5188889
어선,어선 월평호 기관손상사건,34.27666667,126.1247222
어선,어선 만성호 기관손상사건,36.20027778,126.5180556
어선,어선 영풍호 침수사건,34.81833333,126.3566667
어선,무등록선박 선명미상 선원사망사건,34.5475,127.4486111
어선,어선 동현호 기관손상사건,34.38333333,126.3833333
어선,어선 해운호 운항저해사건,34.25166667,126.0183333
어선,어선 유달호 기관손상사건,34.71666667,125.4344444
어선,어선 갑성호 기관손상사건,34.83333333,128.4166667
어선,어선 형제호 기관손상사건,34.50833333,127.15
어선,어선 제6용성호.어선 한일호 충돌사건,34.70138889,125.3938889
어선,어획물운반선 한양호ㆍ어선 한려88호 충돌사건,34.84,128.4463889
어선,어선 광영호 좌초사건,34.24111111,126.0719444
어선,어선 해군호 전복사건,34.52638889,126.1955556
어선,어선 재덕호 침몰사건,35.44083333,129.3836111
어선,어선 제105명랑호ㆍ케미컬운반선 발로 충돌사건,35.60166667,129.7347222
어선,어선 새창성호 어선 왕성호 충돌사건,34.81055556,127.8158333
어선,어선 진해116호 전복사건,35.01111111,128.7661111
어선,어선 천안호 전복사건,34.98333333,128.0166667
어선,어선 왕성호 기관손상사건,34.81666667,127.8061111
어선,어선 성진호 기관손상사건,35.14472222,128.5933333
어선,어선 기동호 전복사건,34.7875,126.4208333
어선,어선 신영호 기관손상사건,34.63333333,127.7016667
어선,어선 2삼일호 전복사건,37.2875,129.3152778
어선,어선 남해호 등 8척 침수사건,34.39222222,126.6477778
어선,어선 남해호 등 8척 침수사건,34.39222222,126.6477778
어선,어선 해영호 선원실종사건,36.87722222,126.8288889
어선,어선 금영호 안전저해사건,34.83333333,128.45
어선,어선 청봉호 좌초사건,35.09527778,128.7222222
어선,어선 등대호 기관손상사건,37.03333333,126.7111111
어선,어선 수진호 침수사건,35.93333333,126.5247222
어선,어선 금진호 전복사건,34.77833333,125.9113889
어선,어선 명수호 좌초사건,35.08055556,128.7166667
어선,어선 제3대동호 화재사건,36.05805556,129.3877778
어선,어선 영찬호 조타장치손상사건,34.22,126.5144444
